ASV,Kingdom,Phylum,Class,Order,Family,Genus
ASV_23112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23113,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23114,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,NA
ASV_23115,Eukaryota,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,NA
ASV_23116,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23117,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,B2706-C7
ASV_23118,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella
ASV_23119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas
ASV_23120,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_23121,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV_23122,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_23123,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23124,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_23125,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA
ASV_23126,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a_marine_group
ASV_23127,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_23128,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus
ASV_23129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV_23130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23131,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23132,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23133,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,NA,NA
ASV_23134,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_23135,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV_23136,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_23137,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_23138,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23139,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23140,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23141,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Eudoraea
ASV_23142,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_23143,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_23144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas
ASV_23145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23146,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,NA
ASV_23147,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23149,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23150,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA
ASV_23151,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,NA
ASV_23152,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_23153,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23154,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV_23155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23156,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23157,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_23158,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV_23159,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_23160,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV_23161,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade
ASV_23162,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23163,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_23164,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV_23165,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV_23166,Bacteria,NA,NA,NA,NA,NA
ASV_23167,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV_23168,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA
ASV_23169,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23170,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23171,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_23172,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23173,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Phaeochromatium
ASV_23174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_23175,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV_23176,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
ASV_23177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23178,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV_23179,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA
ASV_23180,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23181,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
ASV_23182,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_23183,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_23184,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV_23185,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23186,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23187,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_23188,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_23189,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
ASV_23190,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23191,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_23192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23193,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_23194,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,NA,NA
ASV_23195,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV_23196,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23197,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_23198,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum
ASV_23199,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_23200,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23201,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23202,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23203,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23204,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_23205,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_23207,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus
ASV_23208,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV_23209,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23210,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23211,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pseudocitrobacter
ASV_23212,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_23213,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23214,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV_23215,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV_23216,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23217,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23218,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_23219,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23220,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23221,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23222,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_23223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_23224,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_23225,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_23226,Eukaryota,Rotifera,Monogononta,Ploimida,NA,NA
ASV_23227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23228,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA
ASV_23229,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_23230,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_23231,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,NA,NA
ASV_23232,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23233,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_23234,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
ASV_23235,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_23236,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus
ASV_23237,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV_23238,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum
ASV_23239,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Bowmanella
ASV_23240,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA
ASV_23241,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV_23242,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_23244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23245,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA
ASV_23246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Cucumibacter
ASV_23247,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
ASV_23248,Eukaryota,Bicosoecida,Bicosoecida_cl,Bicosoecida_or,Bicosoecida_fa,Bicosoeca
ASV_23249,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_23250,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_23251,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella
ASV_23252,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Thalassiosira
ASV_23253,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV_23254,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_23255,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_23256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Pleionea
ASV_23257,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_23259,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV_23260,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Tersicoccus
ASV_23261,Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodiniphycidae_fa,Gyrodinium
ASV_23262,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_23263,Eukaryota,Rotifera,Monogononta,Ploimida,NA,NA
ASV_23264,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_23265,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_23266,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
ASV_23267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
ASV_23268,Eukaryota,Mollusca,NA,NA,NA,NA
ASV_23269,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,IS-44
ASV_23270,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Eutintinnus
ASV_23271,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA
ASV_23272,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges
ASV_23273,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia
ASV_23274,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1
ASV_23275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea
ASV_23276,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_23277,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV_23278,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV_23279,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_23280,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23281,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_23282,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_23283,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23284,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23285,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
ASV_23286,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,IS-44
ASV_23287,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,NA
ASV_23288,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV_23289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23290,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23291,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
ASV_23292,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
ASV_23293,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
ASV_23294,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
ASV_23295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava
ASV_23296,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23297,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,NA
ASV_23298,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA
ASV_23299,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23300,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23301,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23302,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_23303,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA
ASV_23304,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Orrella
ASV_23305,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_23306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_23307,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA
ASV_23308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_23309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
ASV_23310,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera
ASV_23311,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Azoarcus
ASV_23312,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_23313,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA
ASV_23314,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_23315,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
ASV_23316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23317,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV_23318,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_23319,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Finniella
ASV_23320,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_23321,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28_wastewater-sludge_group
ASV_23322,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA
ASV_23323,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Mf105b01
ASV_23324,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_23325,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_23326,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV_23327,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_23328,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Orrella
ASV_23329,Eukaryota,Mollusca,Bivalvia,NA,NA,NA
ASV_23330,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23331,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA
ASV_23332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_23334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV_23335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV_23336,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_23337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA
ASV_23338,Bacteria,Actinobacteria,NA,NA,NA,NA
ASV_23339,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Motiliproteus
ASV_23340,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_23341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_23342,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_23343,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_23344,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_23345,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Polymorphum
ASV_23347,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA
ASV_23348,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA
ASV_23349,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_23350,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_23351,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV_23352,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_23353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23354,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphobacterium
ASV_23355,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_23356,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_23357,Eukaryota,NA,NA,NA,NA,NA
ASV_23358,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella
ASV_23359,Eukaryota,Dinoflagellata,Dinophyceae,NA,NA,NA
ASV_23360,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_23361,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV_23362,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_23363,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA
ASV_23364,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_23365,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_23366,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Azoarcus
ASV_23367,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_23368,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_23369,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_23370,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
ASV_23371,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_23373,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_23374,Eukaryota,Choanoflagellida,Acanthoecida,Stephanoecidae,Stephanoecidae_fa,Marine_Choanoflagellates_1
ASV_23375,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_23376,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Denitromonas
ASV_23377,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC_AAA164-E04
ASV_23378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
